CENTRAL ID,Author(s),Title,Source,Year,Abstract,Volume,Issue,Pages,Database Name,PubMed ID,Embase ID,CTgov ID,CINAHL ID,ICTRP ID,Publication Type,Keywords,DOI,URL,Cochrane Review Group Code
"CN-02347952","Ogawa, K","Effect of enteral nutrition with eicosapentaenoic acids for prevention of bedsores in cerebrovascular disease patients","Clinical nutrition ESPEN","2021","Rationale: In cases with severely impaired consciousness due to cerebrovascular diseases, patients must go through therapy under hospitalization for several days, and are at risk of bedsores due to long‐term bed rest during thrapeutical period. If bedsores could be prevented by feeding an enteral diet enriched with EPA, it can be supposed that this diet therapy might make a contribution to improvement of aspects of clinical care and reduction of clinical costs. Methods: The study was conducted as a prospective randomized controlled trial. Twenty patients were administrated. Ages ranged from 55 to 85 years of age. The breakdown of the patients was cerebrovascular infarction. Patients showing critically impaired consciousness with GCS scores of 12 or less for whom four or more days of bed rest had been prescribed were randomly allocated into two groups: one to be given the enteral diet enriched with EPA, and the other to be fed with an isonitrogenous and isocaloric control diet. All patients were evaluated regarding the incidence frequency of bedsores based on DESIGN‐R. Results: Investigation on changes in CRP, an inflammatory index, showed more significant suppression of inflammation in the EPA enriched diet group when compared to the control group. Regarding new occurrence of bedsores, no lesion was observed in the EPA enriched diet group, showing apparently lower incidence of bedsores compared to the control group, in which one new lesion on day 4, one new lesion on day 7 and one new lesion on day 14 were observed. Conclusion: It was considered that nutritional management of our study showed that EPA enriched enteral diets suppressed inflammation and improved low nutrition and using EPA enriched enteral diets could be a useful option for prevention of bedsores in patients who need long‐term immobile bed rest. This nutritional management clarified that a proper choice of enteral diet makes it possible to save hours of clinical care and medical costs due to prevention of bedsores. References: Matsui Y, et al. Development of the DESIGN‐R with an observational study: an absolute evaluation tool for monitoring pressure ulcer wound healing. Wound Repair Regen 2011; 19: 309‐15. Disclosure of Interest: None declared.","46",,"S763","Cochrane Central Register of Controlled Trials (CENTRAL)",,"EMBASE 2015775515",,,,"Journal article; Conference proceeding","*brain infarction; *decubitus; *enteric feeding; Adult; Aged; Bed rest; Clinical article; Conference abstract; Consciousness; Controlled study; Female; Human; Incidence; Inflammation; Male; Nutrition; Observational study; Prevention; Prospective study; Randomized controlled trial; Very elderly; Wound healing","10.1016/j.clnesp.2021.09.622","https://www.cochranelibrary.com/central/doi/10.1002/central/CN-02347952/full",
"CN-01964222","Momosaki, R; Abo, M; Urashima, M","Vitamin D Supplementation and Post-Stroke Rehabilitation: a Randomized, Double-Blind, Placebo-Controlled Trial","Nutrients","2019","Low vitamin D levels are associated with poorer outcomes after stroke. However, it is not clear whether post‐stroke vitamin D supplementation can improve these outcomes. In this study, we investigated the effects of vitamin D supplementation on outcomes in hospitalized patients undergoing rehabilitation after acute stroke. A multicenter, randomized, controlled, double‐blind, parallel‐group trial was conducted from January 2012 through July 2017. One hundred patients admitted to a convalescent rehabilitation ward after having an acute stroke were randomized, and each one received either vitamin D3 (2000 IU/day) or a placebo. The primary outcome was a gain in the Barthel Index scores at week 8. Secondary outcomes were seen in Barthel Index efficiency, hand grip strength, and calf circumference at week 8. Ninety‐seven patients completed the study. There were no significant differences in the demographic characteristics between the groups. The mean (±standard deviation) gain in the Barthel Index score was 19.0 ± 14.8 in the supplementation group and 19.5 ± 13.1 in the placebo group (p = 0.88). The Barthel Index efficiency was 0.32 ± 0.31 in the supplementation group and 0.28 ± 0.21 in the placebo group (p = 0.38). There were no between‐group differences in the other secondary outcomes. Our findings suggest that oral vitamin D3 supplementation does not improve rehabilitation outcomes after acute stroke.","11","6",,"Cochrane Central Register of Controlled Trials (CENTRAL)","PUBMED 31181657","EMBASE 2002186141","","","","Journal article","*stroke rehabilitation; *vitamin supplementation; Activities of Daily Living; Adult; Aged; Anthropometry; Article; Atrial fibrillation; Barthel index; Body Weights and Measures; Brain ischemia; Brunnstrom stage; Cerebrovascular accident /rehabilitation; Cholecalciferol [*therapeutic use]; Clinical trial; Controlled clinical trial; Controlled study; Diabetes mellitus; Dietary Supplements; Double blind procedure; Double‐Blind Method; Dynamometry; Dyslipidemia; Female; Follow up; Gastrocnemius muscle; Grip strength; Hand Strength; Hand grip; Hemiplegia; Human; Humans; Hypertension; Likert scale; Major clinical study; Male; Middle Aged; Multicenter study; Muscle mass; Outcome assessment; Physical Functional Performance; Randomized controlled trial; Stroke Rehabilitation; Stroke [complications, *drug therapy]; Vitamin D Deficiency [complications, *drug therapy]; Vitamins [therapeutic use]","10.3390/nu11061295","https://www.cochranelibrary.com/central/doi/10.1002/central/CN-01964222/full","Complementary Medicine; Stroke"
"CN-01072531","Li, Y; Pei, Y; Sun, M","Effects of early enteral nutrition support on the nutritional status and outcomes of patients with post-stroke dysphagia","Chinese journal of clinical nutrition","2014","Objective: To evaluate the effect of enteral nutrition support on the nutritional status and clinical outcomes of patients with dysphagia after stroke. Methods: 148 patients with acute stroke and associated dysphagia were enrolled from August 2013 to July 2014 in the Fifth Affiliated Hospital of Zhengzhou University, and randomly divided into 2 groups by drawing lots within 48 hours after admission: enteral nutrition group (n =75, early enteral nutrition support) and control group (n =73, routine diet). The nutritional status (triceps skinfold thickness, levels of serum total protein, albumin and hemoglobin), incidence of lung infection, mortality, and neurological function were compared between the two groups on day 1 and day 21 after admission. Results: On day 1 after admission, the triceps skinfold thickness, levels of serum total protein, albumin, and hemoglobin in the enteral nutrition group were not significantly different from those in the control group [(15.4 ±4.1) mm vs. (15.1 ± 3.7) mm, t =1.36, P =0.392; (75.7 ±2.6) g/ L vs. (76.6 ±3.1) g/ L, t =1.12, P =0.254; (39.2 ± 1.8) g/ L vs. (38.7 ±2.1) g/ L, t =1.24, P =0.200; (137.4 ±14.5) g/ L vs. (135.1 ±15.3) g/ L, t =1.01, P =0.461]. On day 21 after admission, all the 4 nutrition indicators were significantly higher in the enteral nutrition group than in the control group [(13.5 ± 3.9) mm vs. (11.2 ± 4.6) mm, t = 2.08, P = 0.019; (63.3 ±4.1) g/ L vs. (57.1 ± 4.7) g/ L, t = 4.01, P = 0.001; (35.7 ± 1.6) g/ L vs. (34.1 ± 2.0) g/ L, t =2.31, P =0.022; (125.7 ±17.9) g/ L vs. (120.3 ±16.7) g/ L, t =2.39, P =0.027]. The enteral nutrition group showed lower incidence of lung infection, mortality, and reduced scores of American National Institutes of Health Stroke Scale compared with the control group (41.3% vs. 63.2%, χ2=9.69, P = 0.002; 15.3% vs. 21.2%, χ2=3.27, P =0.014; 11.1 ±4.1 vs. 14.7 ±3.9, t =2.98, P =0.007). Conclusions: Early enteral nutrition support can improve the nutritional status and outcomes of stroke patients with dysphagia. In addition, early enteral nutrition support may also be helpful for the improvement of the neurological function.","22","6","334‐338","Cochrane Central Register of Controlled Trials (CENTRAL)",,"EMBASE 601910257",,,,"Journal article","*cerebrovascular accident /therapy; *dysphagia /therapy; *enteric feeding; *nutritional status; *nutritional support; Article; Randomized controlled trial","10.3760/cma.j.issn.1674-635X.2014.06.003","https://www.cochranelibrary.com/central/doi/10.1002/central/CN-01072531/full",
"CN-00781017","Laviano, A; Aghilone, F; Colagiovanni, D; Fiandra, F; Giambarresi, R; Tordiglione, P; Molfino, A; Muscaritoli, M; Rosa, G; Rossi Fanelli, F","Metabolic and clinical effects of the supplementation of a functional mixture of amino acids in cerebral hemorrhage","Neurocritical care","2011","BACKGROUND: Oral supplementation of a specific mixture of essential and non‐essential amino acids has been shown to modulate hypercatabolism in patients with chronic heart failure, leading to improved clinical outcome. The aim of this study was to test whether such effects could be replicated in an acute clinical model of hypercatabolism. METHODS: After approval by the Ethics Committee, patients with acute brain hemorrhage admitted to the Neurosurgical ICU were randomly assigned to receive enterally for 14 days 20% of their estimated nitrogen requirements as a standard protein supplement (control group; n = 9) or as a functional amino acid mixture (Aminotrofic®, Errekappa Euroterapici; study group; n = 10). Metabolic and clinical outcome measures were monitored. RESULTS: In the study group, insulin sensitivity and total lymphocyte count appeared to improve when compared with control patients. Less positive blood cultures were found in the study group against control patients (4 vs. 7, respectively; P = 0.05). Also, mortality in the study group was reduced than in control patients (60 vs. 77%; P = n.s.). CONCLUSIONS: Supplementation with specific amino acids in critically ill patients may modulate metabolic response and improve clinical outcome.","14","1","44‐49","Cochrane Central Register of Controlled Trials (CENTRAL)","PUBMED 20972646",,,,,"Journal article","Acute Disease; Administration, Oral; Adolescent; Adult; Aged; Amino Acids [*administration & dosage]; Brain [*drug effects, metabolism]; Cerebral Hemorrhage [*drug therapy, metabolism, mortality]; Critical Care [*methods]; Energy Metabolism [*drug effects]; Female; Humans; Male; Middle Aged; Morbidity; Treatment Outcome; Young Adult","10.1007/s12028-010-9461-z","https://www.cochranelibrary.com/central/doi/10.1002/central/CN-00781017/full","Complementary Medicine; Stroke"
"CN-02141156","Kadri, A; Sjahrir, H; Juwita Sembiring, R; Ichwan, M","Combination of vitamin A and D supplementation for ischemic stroke: effects on interleukin-1ß and clinical outcome","Medicinski glasnik : official publication of the Medical Association of Zenica-Doboj Canton, Bosnia and Herzegovina","2020","Aim Accumulated evidence suggests that vitamin A and D ago‐nists can alleviate the development of atherosclerosis. Therefore, the aim of this study was to determine the effect of vitamin A and D combination supplement on interleukin‐1β (IL‐1β) and clinical outcome in ischemic stroke. Methods A single‐blind, randomized controlled trial was conducted on ischemic stroke patients at Adam Malik Hospital between March 2018 to February 2019. The patients were randomized into 4 groups of the treatment consisting of supplementation using vitamin A or D only, combination of vitamin A and D, and placebo group, all given for 12 weeks. Clinical outcome was determined using the National Institute of Health Stroke Scale (NIHSS). At the time of admission and after the treatment was completed, all patients were measured for vitamin A, vitamin D, and IL‐1β serum level, and NIHSS score. Results From the total of 120 patients, in the combination group there were significant increments on both vitamin A (p=0.04) and vitamin D (p=0.01) serum level after 12 weeks of the treatment, compared to the other groups. In conjunction, IL‐1β serum level showed a significant decrement in the combination group (p<0.001). Lastly, the biggest improvement of NIHSS could be seen in the combination group, which was marked by the highest decrement of NIHSS score (p<0.001). Conclusion Administration of combination of vitamin A and D supplementation can significantly increase vitamin A and D serum level, decrease IL‐1β serum level, and ultimately improve clinical outcome in ischemic stroke patients.","17","2","425‐432","Cochrane Central Register of Controlled Trials (CENTRAL)","PUBMED 32567290","EMBASE 2004719606",,,,"Journal article","*brain ischemia; *clinical outcome; *vitamin blood level; *vitamin supplementation; Aged; Article; Brain Ischemia [drug therapy]; Cohort analysis; Controlled study; Dietary Supplements; Enzyme linked immunosorbent assay; Female; Follow up; High performance liquid chromatography; Human; Humans; Interleukin‐1beta; Ischemic Stroke; Major clinical study; Male; National Institutes of Health Stroke Scale; Pretest posttest design; Prospective study; Randomized controlled trial; Single blind procedure; Single‐Blind Method; Treatment Outcome; Vitamin A; Vitamin D","10.17392/1137-20","https://www.cochranelibrary.com/central/doi/10.1002/central/CN-02141156/full","Complementary Medicine"
"CN-02363852","Honaga, K; Mori, N; Akimoto, T; Tsujikawa, M; Kawakami, M; Okamoto, T; Sakata, Y; Hamano, H; Takeda, Y; Kondo, K","Investigation of the Effect of Nutritional Supplementation with Whey Protein and Vitamin D on Muscle Mass and Muscle Quality in Subacute Post-Stroke Rehabilitation Patients: a Randomized, Single-Blinded, Placebo-Controlled Trial","Nutrients","2022","In post‐stroke hemiparesis patients, the skeletal muscle mass decrease rapidly with the histological degradation. We investigated the effect of nutritional supplementation with whey protein and vitamin D on the muscle mass and muscle quality, in post‐stroke convalescent rehabilitation patients in a randomized, single‐blinded, placebo‐controlled trial. Fifty patients were randomly assigned to two groups; HP group received supplemental jelly (100 kcal; whey protein 10 g; vitamin D 20 µg) twice a day throughout up to 16‐week period, the control group received placebo jelly. Cross‐sectional area (CSA) of thigh muscle, skeletal muscle index (SMI), muscle strength, activity of daily living (ADL), and some nutritional indicators in blood were measured. Although no significant difference was observed in CSA and SMI between the groups, fat infiltration into the thighs muscle was singnificantly lower in the HP group. There were no significant difference in muscle strength and ADL between the groups. Blood urea nitrogen and serum 25(OH)D at endpoint were significantly higher in the HP group but physiological normal ranges. Supplementation with whey protein and vitamin D in post‐stroke patients led to suppression of fat infiltration into the muscle. Long‐term follow‐up studies are needed to verify whether this nutritional intervention provides substantial benefits for the prognosis of stroke survivors.","14","3",,"Cochrane Central Register of Controlled Trials (CENTRAL)","PUBMED 35277045","EMBASE 2015557543",,,,"Journal article","*cerebrovascular accident; *diet supplementation; *muscle mass; *sarcopenia; *skeletal muscle; *stroke rehabilitation; *whey; Adult; Article; Clinical article; Clinical trial; Controlled study; Convalescence; Daily life activity; Dietary Supplements; Drug therapy; Female; Follow up; Human; Human tissue; Humans; Male; Muscle strength; Muscle, Skeletal [metabolism]; Prognosis; Randomized controlled trial; Rehabilitation; Rehabilitation patient; Single blind procedure; Stroke Rehabilitation; Stroke survivor; Thigh muscle; Urea nitrogen blood level; Vitamin D; Whey Proteins [pharmacology]","10.3390/nu14030685","https://www.cochranelibrary.com/central/doi/10.1002/central/CN-02363852/full",
"CN-02121516","Hashemilar, M; Khalili, M; Rezaeimanesh, N; Sadeghi Hokmabadi, E; Rasulzade, S; Shamshirgaran, SM; Taheraghdam, A; Farhoudi, M; Shaafi, S; Shakouri, SK; Savadi Osgouei, D","Effect of Whey Protein Supplementation on Inflammatory and Antioxidant Markers, and Clinical Prognosis in Acute Ischemic Stroke (TNS Trial): a Randomized, Double Blind, Controlled, Clinical Trial","Advanced pharmaceutical bulletin","2020","Purpose: Malnutrition is extensively prevalent amongst critically ill patients afflicted by ischemic stroke (IS). This study purpose was to evaluate the protein whey effect on inflammatory and antioxidant markers and functional prognosis in acute IS patients. Methods: Out of 42 patients with acute IS who were referred to Imam Reza Educational Hospital, Tabriz, Iran, 40 patients participated in the study. Twenty‐one patients as control group received the hospital routine formula, and 19 patients as intervention group received 20 g/daily of whey protein through oral gavage. Inflammation and oxidative stress indicators (e.g., albumin, malondialdehyde (MDA), total antioxidant capacity (TAC), interleukin‐6 (IL‐6), tumor necrosis factor alpha (TNF‐α), and high sensitivity C reactive protein (hs‐CRP)and clinical variables included in were evaluated using National Institutes of Health Stroke Scale (NIHSS) and modified Rankin Scale (MRS) during admission and also 3 weeks after intervention. Results: Whey protein supplementation significantly decreased the NIHSS and MRS scores, TNF‐α, IL‐6, and hs‐CRP by passing 3 weeks from intervention (P < 0.05). However, whey formula had no significant effect on other markers including albumin, and MDA. The hs‐CRP (P = 0.02) reduction was significantly higher in whey protein group in comparison with control group. Conclusion: Whey protein supplementation reduced inflammation markers in those patients with IS. However, these changes should be studied in larger‐scale trials.","10","1","135‐140","Cochrane Central Register of Controlled Trials (CENTRAL)","PUBMED 32002373","EMBASE 631590488",,,,"Journal article","*brain ischemia; *diet supplementation; Aged; Article; Clinical article; Controlled study; Disease severity; Double blind procedure; Female; Hospital admission; Human; Male; National Institutes of Health Stroke Scale; People by smoking status; Prognosis; Randomized controlled trial; Rankin scale","10.15171/apb.2020.018","https://www.cochranelibrary.com/central/doi/10.1002/central/CN-02121516/full",
"CN-00802487","Ha, L; Hauge, T; Iversen, PO","Body composition in older acute stroke patients after treatment with individualized, nutritional supplementation while in hospital","BMC geriatrics","2010","BACKGROUND: Individualized, nutritional support reduced undernutrition among older stroke patients and improved quality of life in our recent randomized, controlled trial. Weight control thus seems to be important after stroke, and methods for monitoring nutritional status need to be simple and non‐invasive. Here we aimed to assess if the nutritional intervention altered body composition in men and women in this study cohort, and also to examine the correlation between the methods for assessing body‐, fat‐ and fat‐free mass. METHODS: Acute stroke patients > 65 years at nutritional risk were randomized to either individualized, nutritional treatment with energy‐ and protein rich supplementation (intervention, n = 58) or routine, nutritional care (control, n = 66) while in hospital. Body composition was assessed with anthropometry and bioelectrical impedance. The follow‐up period was three months. RESULTS: During the first week while in hospital, weight loss was smaller in the intervention group compared with the controls (P = 0.013). After three months weight‐ and fat loss were significant in both men and women. Whereas no significant differences were found in changes in body composition between the male study groups, in the women both weight loss (P = 0.022) and fat loss (P = 0.005) was smaller in the intervention group compared with the controls. A high correlation (r = 0.87) between mid upper arm circumference (MUAC) and body mass index (BMI) was found. CONCLUSIONS: Individualized nutritional support to older stroke patients in hospital was beneficial for maintaining an adequate body mass and body composition the first week and seemed to have a preventive effect on fat loss among women, but not among men after three months. Measurement of MUAC may be used in the assessment of nutritional status when BMI cannot be obtained. TRIAL REGISTRATION: This trial is registered with ClinicalTrials.gov, number NCT00163007.","10",,"75","Cochrane Central Register of Controlled Trials (CENTRAL)","PUBMED 20955603",,"","","","Journal article","Age Factors; Aged; Aged, 80 and over; Body Composition [*physiology]; Body Weight [physiology]; Cohort Studies; Female; Hospitalization [trends]; Humans; Male; Malnutrition [etiology, physiopathology, prevention & control]; Nutritional Status [physiology]; Nutritional Support [*methods]; Precision Medicine [methods]; Stroke [complications, *diet therapy, physiopathology]; Treatment Outcome","10.1186/1471-2318-10-75","https://www.cochranelibrary.com/central/doi/10.1002/central/CN-00802487/full",
"CN-01084087","Iversen, PO; Ha, L; Blomhoff, R; Hauge, T; Veierod, MB","Baseline oxidative defense and survival after 5-7 years among elderly stroke patients at nutritional risk: follow-up of a randomized, nutritional intervention trial","Clinical nutrition (Edinburgh, Scotland)","2015","Background & aims: Patients at nutritional risk are particularly vulnerable to adverse outcomes of acute stroke. We previously found that increased energy‐ and protein intervention improved short‐term survival among stroke patients with the highest baseline antioxidant capacity. We now examined survival of these patients after 5‐7 years. Methods: We studied 165 patients >65 years admitted to hospital for acute stroke and enrolled in a randomized nutritional intervention study in 2005‐2007. Cox regression analysis was used to estimate the associations between all‐cause mortality (through 2011) and baseline plasma levels of antioxidant markers (glutathione reducing capacity, alpha‐tocopherol, vitamin C and total carotenoids). Results: We found no significant difference (. P=0.86) in survival between the intervention and control group. Among the tested antioxidant markers, plasma levels above the median for total carotenoids were associated with reduced risk of death in the intervention group (adjusted hazard ratio, 0.29; 95% confidence interval, 0.12‐0.71). Conclusions: Hospitalized patients that received enhanced dietary energy‐ and protein after acute stroke and with baseline plasma total carotenoids above median level, had reduced risk of death after 5‐7 years. Further trials testing intervention with diets rich in antioxidants are warranted.","34","4","775‐778","Cochrane Central Register of Controlled Trials (CENTRAL)","PUBMED 25108573","EMBASE 53281723",,,,"Journal article","*antioxidant; *caloric intake; *cerebrovascular accident; *nutritional disorder/th [Therapy]; *protein intake; *survival time; Aged; Aged, 80 and over; Alpha tocopherol; Antioxidants [administration & dosage]; Article; Ascorbic Acid [blood]; Ascorbic acid; Biomarkers [blood]; Cardiovascular Diseases [blood, diet therapy, mortality]; Carotenoid; Carotenoids [blood]; Cause of death; Controlled study; Diet; Dietary Proteins [administration & dosage]; Energy Intake; Female; Follow‐Up Studies; Glutathione; Glutathione reducing capacity; Hospital admission; Hospital patient; Hospitalization; Human; Humans; Intervention study; Major clinical study; Male; Middle Aged; Mortality; Oxidative Stress [*drug effects]; Proportional Hazards Models; Protein blood level; Protein function; Randomized controlled trial; Risk reduction; Stroke [*diet therapy]; Stroke patient; alpha‐Tocopherol [blood]","10.1016/j.clnu.2014.07.002","https://www.cochranelibrary.com/central/doi/10.1002/central/CN-01084087/full","Stroke"
"CN-00767464","Ha, L; Hauge, T; Spenning, AB; Iversen, PO","Individual, nutritional support prevents undernutrition, increases muscle strength and improves QoL among elderly at nutritional risk hospitalized for acute stroke: a randomized, controlled trial","Clinical nutrition (Edinburgh, Scotland)","2010","BACKGROUND & AIMS: Undernutrition after an acute stroke increases the risk of poor outcome. We wanted to examine the effect of individualized, nutritional support on weight loss and functional outcomes in stroke patients. METHODS: Acute stroke patients at nutritional risk were randomized to either individualized, nutritional care or routine care while in hospital. Patients in the intervention group received an individualized treatment plan aiming to prevent weight loss. In accordance with routine care, the controls did not have such a treatment plan. Patients were reviewed at follow‐up after three months. Primary outcome measure was the percentage of patients with weight loss ≥5%. Secondary outcomes measures were quality of life (QoL), handgrip strength and length of hospital stay. This trial is registered with ClinicalTrials.gov, number NCT00163007. RESULTS: At follow‐up, 20.7% of the intervention group (n = 58) lost ≥5% weight compared with 36.4% in the control group (n = 66) (P = 0.055). The intervention group had a significantly higher increase in QoL score (P = 0.009) and in handgrip strength (P = 0.002). There was no difference in length of hospital stay. CONCLUSIONS: Individualized, nutritional treatment strategy can prevent clinically significant weight loss and improve QoL in elderly acute stroke patients at nutritional risk.","29","5","567‐573","Cochrane Central Register of Controlled Trials (CENTRAL)","PUBMED 20176418","EMBASE 50804590","","","","Journal article","*Malnutrition; *Muscle Strength; *Nutritional Support; *Quality of Life; *Stroke; Aged; Aged, 80 and over; Article; Clinical Trial; Controlled Clinical Trial; Controlled Study; Elder Nutritional Physiological Phenomena; Elderly Care; Female; Follow up; Functional Status; Grip Strength; High Risk Patient; Hospitalization; Hospitals; Human; Humans; Length of Stay; Major Clinical Study; Male; Malnutrition; Muscle Strength; Nutrition Assessment; Nutritional Status; Nutritional Support; Outcome Assessment; Pc [Prevention]; Quality of Life; Randomized Controlled Trial; Stroke Patient; Stroke [*diet therapy]; Th [Therapy]; Treatment Outcome; Treatment Planning; Weight Loss; Weight Reduction","10.1016/j.clnu.2010.01.011","https://www.cochranelibrary.com/central/doi/10.1002/central/CN-00767464/full","Metabolic and Endocrine Disorders; Stroke; Effective Practice and Organisation of Care"
"CN-01785595","Ha, L; Hauge, T; Iversen, PO","Individualised nutritional supplementation improves quality of life in elderly patients hospitalised with acute stroke; a randomised controlled trial","Stroke","2009","Introduction: Clinical guidelines for nutritional therapy of stroke patients are rarely implemented. Hence the patient's nutritional status often deteriorates while in hospital and after discharge. Undernourished patients have poorer outcome and shorter survival after an acute stroke. It is, however, unclear if nutritional intervention will benefit these patients. Thus we have examined whether individualised nutritional supplementation improves quality of life (QoL) in this patient group. Methods Acute stroke patients >65 years were examined with the Malnutrition Universal Screening Tool ('MUST') shortly after hospital admission. Undernourished patients and those at risk of undernourishment were eligible for inclusion. The patients were randomised to either standard care or to individualised nutritional supplementation during their hospital stay. The daily supplementation consisted of enriched meals, sip feedings or tube feeding. To assess QoL we interviewed the patients using the EuroQoL EQ‐5D questionnaire. The interview was performed shortly before hospital discharge and after 3 months. Results A total of 165 patients were included, and 78 completed the study at 3 month follow‐up. Complete data on QoL was not obtained in 36 patients and the remaining either died (22) or were lost to follow‐up (19). Mean (SD) age was 80.0 (7.3) years in the control group (n=43) and 77.1 (7.7) years in the intervention group (n=35). Compared to baseline the intervention group scored less at 3 months on the EQ‐5D descriptive part in 3 out of 5 dimensions: mobility (p=0.007), self‐care (p=0.005) and usual activities (p=0.012), indicating improvement in their daily functions. In contrast, these scores did not change significantly in the control group. There were no significant differences in scores for the dimensions “anxiety or depression” or for “discomfort or pain” in either group. On the VAS scale, with rating of current self‐perceived health state, the baseline values were similar (p=0.27) in both groups. The intervention group had a substantial improvement in health‐related VAS score at 3 months compared with baseline (p=0.007) and compared with the controls: 13.0 (26.8) and 1.9 (23.4) (p=0.009), respectively. Conclusion In undernourished elderly patients and those at risk of poor nutritional state, individual nutritional therapy while in hospital improved QoL 3 months after onset of acute stroke.","40","4","e237‐e238","Cochrane Central Register of Controlled Trials (CENTRAL)",,"EMBASE 70014828",,,,"Journal article; Conference proceeding","*aged; *cerebrovascular accident; *nursing; *quality of life; *randomized controlled trial; *supplementation; Anxiety; Control group; Feeding tube; Follow up; Health; Health status; Hospital; Hospital admission; Hospital discharge; Hospitalization; Interview; Malnutrition; Nutritional status; Pain; Patient; Questionnaire; Risk; Screening; Self care; Stroke patient; Survival; Therapy",,"https://www.cochranelibrary.com/central/doi/10.1002/central/CN-01785595/full",
"CN-01401782","Gupta, A; Prabhakar, S; Modi, M; Bhadada, SK; Kalaivani, M; Lal, V; Khurana, D","Effect of Vitamin D and calcium supplementation on ischaemic stroke outcome: a randomised controlled open-label trial","International journal of clinical practice","2016","BACKGROUND AND AIMS: Vitamin D deficiency is a common problem in stroke survivors. Observational studies have reported an association of low vitamin D levels with greater stroke severity, poststroke mortality and functional disability. Randomised clinical trials are lacking. We sought to assess the effect of calcium and vitamin D supplementation in ischaemic stroke survivors with vitamin D deficiency/insufficiency on disability/mortality outcomes. METHODS: In this randomised controlled open‐label trial, 73 patients of acute ischaemic stroke were screened for serum 25 hydroxy Vitamin D (25(OH)D) levels. A total of 53 patients with baseline 25(OH)D <75 nmol/L were randomised into two arms. One received vitamin D and calcium supplementation along with usual care (n=25) and the other received usual care alone (n=28). Primary outcome was the proportion of patients achieving a good outcome [modified Rankin Scale score 0‐2] at 6 months and all cause mortality at 6 months. RESULTS: The age (mean±SD) of participants was 60.4±11.3 years, 69.8% were males. The proportion of patients achieving good outcome was higher in the intervention arm (Adjusted OR 1.9, 95% CI 0.6‐6.4; P=.31). The survival probability was greater in the intervention arm (83.8%, CI 62.4‐93.6) as compared with the control arm (59.5%, CI 38.8‐75.2; P=.049) with adjusted Hazard ratio (HR) of 0.26 (95% CI 0.08‐0.9; P=.03). CONCLUSIONS: This is the first randomised controlled study assessing the effect of vitamin D and calcium supplementation on ischaemic stroke outcomes and points towards a potential benefit. Findings need to be validated by a larger trial.","70","9","764‐770","Cochrane Central Register of Controlled Trials (CENTRAL)","PUBMED 27561415",,,,,"Journal article","Brain Ischemia [blood, *diet therapy, mortality]; Calcium, Dietary [*administration & dosage]; Dietary Supplements; Female; Follow‐Up Studies; Humans; Kaplan‐Meier Estimate; Male; Middle Aged; Risk Factors; Stroke [blood, *diet therapy, mortality]; Treatment Outcome; Vitamin D Deficiency [*diet therapy, mortality]; Vitamin D [*administration & dosage, analogs & derivatives, blood]; Vitamins [*administration & dosage]","10.1111/ijcp.12866","https://www.cochranelibrary.com/central/doi/10.1002/central/CN-01401782/full","Stroke; Complementary Medicine"
"CN-00154784","Gariballa, SE; Parker, SG; Taub, N; Castleden, CM","A randomized, controlled, a single-blind trial of nutritional supplementation after acute stroke","JPEN. Journal of parenteral and enteral nutrition","1998","BACKGROUND: Although stroke patients who do not have difficulty swallowing may be at risk of undernutrition and worsening nutritional status during hospitalization, optimum methods for nutrition intervention in stroke patients have not been established. AIM: To examine the feasibility of enteral sip feeding as an effective nutrition intervention after acute stroke. METHODS: Forty‐two acute ischemic stroke inpatients with impaired nutritional status who did not have difficulty swallowing within 1 week after the stroke were entered into a single‐blind, randomized, controlled, prospective study of enteral sip feeding. Twenty‐one patients were randomized to receive daily oral food supplements for 4 weeks in addition to the hospital food, and 21 patients received only the hospital food for the same period. Main outcome measures were energy and protein intakes during the intervention period, change in nutritional status, disability, infective complications, length of stay, and mortality during hospitalization and at 3 months. RESULTS: Two patients, one from each group, were lost to follow‐up immediately after randomization. Twenty patients received oral nutritional supplementation. The energy intake was significantly greater in the supplemented group: 1807 +/‐ 318 vs 1084 +/‐ 343 kcal/d (mean +/‐ SD; p < .0001) (estimated treatment effect, 723 kcal/d; 95% confidence interval [CI], 498 to 947), as was protein intake: 65.1 +/‐ 13.8 vs 44.1 +/‐ 12.8 g/d (p < .001) (estimated treatment effect, 21.0 g/d; 95% CI, 11.7 to 30.3). There also were significant differences between the two groups in the changes in serum albumin and serum iron concentrations between randomization and at follow‐up. There was a trend to lower mortality at 3 months in the supplemented group with two deaths (10%) compared with seven deaths (35%) in the control group (p = .127, relative risk, 0.29; 95% CI, 0.07 to 1.21). CONCLUSIONS: This study suggests that enteral sip feeding is effective in improving nutritional intake and status in stroke patients who do not have swallowing difficulties. There also may be some beneficial effects on clinical outcome, but larger studies are required to confirm this observation and define more precisely the magnitude of any favorable effects.","22","5","315‐319","Cochrane Central Register of Controlled Trials (CENTRAL)","PUBMED 9739036",,,,,"Journal article","Brain Ischemia [*therapy]; Dietary Proteins [administration & dosage]; Dietary Supplements; Energy Intake; Enteral Nutrition; Humans; Iron [blood]; Nutritional Status; Serum Albumin [metabolism]","10.1177/0148607198022005315","https://www.cochranelibrary.com/central/doi/10.1002/central/CN-00154784/full","Complementary Medicine"
